Year,الجنس,Sex,International Disease Code,سبب الوفاة,Cause of Death,الجنسية,Nationality,Deaths
2018,ذكر,Male,L00 - L99,أمراض الجلد والنسيج الخلوي تحت الجلد,Diseases of the Skin & Subcutaneous Tissue,غير بحريني,Non-Bahraini,1
2018,ذكر,Male,N00 - N99,أمراض الجهاز التناسلي البولي,Diseases of Genitourinary System,غير بحريني,Non-Bahraini,5
2018,ذكر,Male,O00 - O99,الحمل والولادة والنفاس*,"Pregnancy, Child-Birth & the Puerperium*",غير بحريني,Non-Bahraini,0
2018,ذكر,Male,,أخرى,Others,غير بحريني,Non-Bahraini,0
2019,ذكر,Male,C00 - D49,الأورام,Neoplasms,غير بحريني,Non-Bahraini,20
2019,ذكر,Male,E00 - E99,أمراض الغدد الصماء والتغذية والتمثيل الغذائي وإضطرابات المناعة,"Endocrine, Nutritional & Metabolic & Immunity Disorders",غير بحريني,Non-Bahraini,4
2019,ذكر,Male,G00 -G99,أمراض الجهاز العصبي,Diseases of the Nervous System & Sense Organs,غير بحريني,Non-Bahraini,7
2019,ذكر,Male,N00 - N99,أمراض الجهاز التناسلي البولي,Diseases of Genitourinary System,غير بحريني,Non-Bahraini,4
2019,ذكر,Male,O00 - O99,الحمل والولادة والنفاس*,"Pregnancy, Child-Birth & the Puerperium*",غير بحريني,Non-Bahraini,0
2019,ذكر,Male,S00 - T99,الإصابات والتسمم ونتائج أخرى معينة للأسباب الخارجية,"Injuries, Poisoning & Certain Other Consequences of External Causes",غير بحريني,Non-Bahraini,15
2020,ذكر,Male,C00 - D49,الأورام,Neoplasms,غير بحريني,Non-Bahraini,36
2020,ذكر,Male,I00 - I99,أمراض الجهاز الدوري,Diseases of the Circulatory System,غير بحريني,Non-Bahraini,336
2020,ذكر,Male,K00 - K99,أمراض الجهاز الهضمي,Diseases of the Digestive System,غير بحريني,Non-Bahraini,12
2020,ذكر,Male,Z00 - Z99,العوامل المؤثرة على الحالة الصحية والمتعلقة بالخدمات الصحية,Factors Influencing Health Status & Contact with Health Services,غير بحريني,Non-Bahraini,0
2011,أنثى,Female,J00 - J99,أمراض الجهاز التنفسي,Diseases of the Respiratory System,غير بحريني,Non-Bahraini,4
2011,أنثى,Female,L00 - L99,أمراض الجلد والنسيج الخلوي تحت الجلد,Diseases of the Skin & Subcutaneous Tissue,غير بحريني,Non-Bahraini,2
2011,أنثى,Female,P00 - P99,حالات معينة تنشأ في  الفترة حول موعد الولادة,Conditions Originating in the Perinental Period,غير بحريني,Non-Bahraini,1
2011,أنثى,Female,,أخرى,Others,غير بحريني,Non-Bahraini,2
2012,أنثى,Female,A00 - B99,الأمراض المعدية (الأنتانية والطفيلية),Certain Infectious & Parasitic Diseases,غير بحريني,Non-Bahraini,3
2012,أنثى,Female,I00 - I99,أمراض الجهاز الدوري,Diseases of the Circulatory System,غير بحريني,Non-Bahraini,45
2012,أنثى,Female,N00 - N99,أمراض الجهاز التناسلي البولي,Diseases of Genitourinary System,غير بحريني,Non-Bahraini,7
2012,أنثى,Female,O00 - O99,الحمل والولادة والنفاس*,"Pregnancy, Child-Birth & the Puerperium*",غير بحريني,Non-Bahraini,0
2013,أنثى,Female,D50 - D89,أمراض الدم وأعضاء تكوين الدم,Diseases of the Blood & Blood Forming Organs,غير بحريني,Non-Bahraini,0
2013,أنثى,Female,E00 - E99,أمراض الغدد الصماء والتغذية والتمثيل الغذائي وإضطرابات المناعة,"Endocrine, Nutritional & Metabolic & Immunity Disorders",غير بحريني,Non-Bahraini,4
2013,أنثى,Female,G00 -G99,أمراض الجهاز العصبي,Diseases of the Nervous System & Sense Organs,غير بحريني,Non-Bahraini,3
2013,أنثى,Female,O00 - O99,الحمل والولادة والنفاس*,"Pregnancy, Child-Birth & the Puerperium*",غير بحريني,Non-Bahraini,2
2013,أنثى,Female,S00 - T99,الإصابات والتسمم ونتائج أخرى معينة للأسباب الخارجية,"Injuries, Poisoning & Certain Other Consequences of External Causes",غير بحريني,Non-Bahraini,3
2014,أنثى,Female,C00 - D49,الأورام,Neoplasms,غير بحريني,Non-Bahraini,19
2014,أنثى,Female,D50 - D89,أمراض الدم وأعضاء تكوين الدم,Diseases of the Blood & Blood Forming Organs,غير بحريني,Non-Bahraini,2
2014,أنثى,Female,F00 - F99,الإضطرابات العقلية,Mental Disorder,غير بحريني,Non-Bahraini,0
2014,أنثى,Female,G00 -G99,أمراض الجهاز العصبي,Diseases of the Nervous System & Sense Organs,غير بحريني,Non-Bahraini,2
2014,أنثى,Female,H60 - H99,أمراض الأذن والنتؤ الخشائي (الحلمي),Diseases of the Ear & Mastoid Process,غير بحريني,Non-Bahraini,0
2014,أنثى,Female,O00 - O99,الحمل والولادة والنفاس*,"Pregnancy, Child-Birth & the Puerperium*",غير بحريني,Non-Bahraini,1
2014,أنثى,Female,R00 - R99,الأعراض والعلامات المرضية والحالات غير المعينة,Undefined illness,غير بحريني,Non-Bahraini,4
2014,أنثى,Female,V00 - Y99,الأسباب الخارجية للمرض والوفاة,External Causes of Morbidity & Mortality,غير بحريني,Non-Bahraini,13
2014,أنثى,Female,Z00 - Z99,العوامل المؤثرة على الحالة الصحية والمتعلقة بالخدمات الصحية,Factors Influencing Health Status & Contact with Health Services,غير بحريني,Non-Bahraini,0
2015,أنثى,Female,G00 -G99,أمراض الجهاز العصبي,Diseases of the Nervous System & Sense Organs,غير بحريني,Non-Bahraini,1
2015,أنثى,Female,N00 - N99,أمراض الجهاز التناسلي البولي,Diseases of Genitourinary System,غير بحريني,Non-Bahraini,8
2015,أنثى,Female,S00 - T99,الإصابات والتسمم ونتائج أخرى معينة للأسباب الخارجية,"Injuries, Poisoning & Certain Other Consequences of External Causes",غير بحريني,Non-Bahraini,0
2015,أنثى,Female,,أخرى,Others,غير بحريني,Non-Bahraini,0
2016,أنثى,Female,A00 - B99,الأمراض المعدية (الأنتانية والطفيلية),Certain Infectious & Parasitic Diseases,غير بحريني,Non-Bahraini,3
2016,أنثى,Female,C00 - D49,الأورام,Neoplasms,غير بحريني,Non-Bahraini,29
2016,أنثى,Female,F00 - F99,الإضطرابات العقلية,Mental Disorder,غير بحريني,Non-Bahraini,0
2016,أنثى,Female,G00 -G99,أمراض الجهاز العصبي,Diseases of the Nervous System & Sense Organs,غير بحريني,Non-Bahraini,2
2016,أنثى,Female,N00 - N99,أمراض الجهاز التناسلي البولي,Diseases of Genitourinary System,غير بحريني,Non-Bahraini,8
2016,أنثى,Female,O00 - O99,الحمل والولادة والنفاس*,"Pregnancy, Child-Birth & the Puerperium*",غير بحريني,Non-Bahraini,0
2016,أنثى,Female,R00 - R99,الأعراض والعلامات المرضية والحالات غير المعينة,Undefined illness,غير بحريني,Non-Bahraini,3
2016,أنثى,Female,V00 - Y99,الأسباب الخارجية للمرض والوفاة,External Causes of Morbidity & Mortality,غير بحريني,Non-Bahraini,5
2016,أنثى,Female,Z00 - Z99,العوامل المؤثرة على الحالة الصحية والمتعلقة بالخدمات الصحية,Factors Influencing Health Status & Contact with Health Services,غير بحريني,Non-Bahraini,0
2017,أنثى,Female,F00 - F99,الإضطرابات العقلية,Mental Disorder,غير بحريني,Non-Bahraini,0
2017,أنثى,Female,I00 - I99,أمراض الجهاز الدوري,Diseases of the Circulatory System,غير بحريني,Non-Bahraini,53
2017,أنثى,Female,M00 - M99,أمراض الجهاز الهيكلي والنسيج الضام,Diseases of the Musculoskelatal System & Connective Tissue,غير بحريني,Non-Bahraini,0
2017,أنثى,Female,N00 - N99,أمراض الجهاز التناسلي البولي,Diseases of Genitourinary System,غير بحريني,Non-Bahraini,5
2017,أنثى,Female,O00 - O99,الحمل والولادة والنفاس*,"Pregnancy, Child-Birth & the Puerperium*",غير بحريني,Non-Bahraini,1
2017,أنثى,Female,P00 - P99,حالات معينة تنشأ في  الفترة حول موعد الولادة,Conditions Originating in the Perinental Period,غير بحريني,Non-Bahraini,10
2017,أنثى,Female,Q00 - Q99,العيوب والتشوهات خلقية,Congential Anomalies,غير بحريني,Non-Bahraini,7
2018,أنثى,Female,A00 - B99,الأمراض المعدية (الأنتانية والطفيلية),Certain Infectious & Parasitic Diseases,غير بحريني,Non-Bahraini,8
2018,أنثى,Female,C00 - D49,الأورام,Neoplasms,غير بحريني,Non-Bahraini,22
2018,أنثى,Female,F00 - F99,الإضطرابات العقلية,Mental Disorder,غير بحريني,Non-Bahraini,0
2018,أنثى,Female,H60 - H99,أمراض الأذن والنتؤ الخشائي (الحلمي),Diseases of the Ear & Mastoid Process,غير بحريني,Non-Bahraini,0
2018,أنثى,Female,N00 - N99,أمراض الجهاز التناسلي البولي,Diseases of Genitourinary System,غير بحريني,Non-Bahraini,3
2018,أنثى,Female,O00 - O99,الحمل والولادة والنفاس*,"Pregnancy, Child-Birth & the Puerperium*",غير بحريني,Non-Bahraini,3
2018,أنثى,Female,Q00 - Q99,العيوب والتشوهات خلقية,Congential Anomalies,غير بحريني,Non-Bahraini,8
2019,أنثى,Female,A00 - B99,الأمراض المعدية (الأنتانية والطفيلية),Certain Infectious & Parasitic Diseases,غير بحريني,Non-Bahraini,4
2019,أنثى,Female,D50 - D89,أمراض الدم وأعضاء تكوين الدم,Diseases of the Blood & Blood Forming Organs,غير بحريني,Non-Bahraini,0
2019,أنثى,Female,H00 - H59,أمراض العين وتوابعها,Diseases of the Eye & Adnexa,غير بحريني,Non-Bahraini,0
2019,أنثى,Female,I00 - I99,أمراض الجهاز الدوري,Diseases of the Circulatory System,غير بحريني,Non-Bahraini,77
2019,أنثى,Female,J00 - J99,أمراض الجهاز التنفسي,Diseases of the Respiratory System,غير بحريني,Non-Bahraini,8
2019,أنثى,Female,N00 - N99,أمراض الجهاز التناسلي البولي,Diseases of Genitourinary System,غير بحريني,Non-Bahraini,3
2019,أنثى,Female,P00 - P99,حالات معينة تنشأ في  الفترة حول موعد الولادة,Conditions Originating in the Perinental Period,غير بحريني,Non-Bahraini,6
2019,أنثى,Female,Q00 - Q99,العيوب والتشوهات خلقية,Congential Anomalies,غير بحريني,Non-Bahraini,1
2019,أنثى,Female,V00 - Y99,الأسباب الخارجية للمرض والوفاة,External Causes of Morbidity & Mortality,غير بحريني,Non-Bahraini,20
2020,أنثى,Female,E00 - E99,أمراض الغدد الصماء والتغذية والتمثيل الغذائي وإضطرابات المناعة,"Endocrine, Nutritional & Metabolic & Immunity Disorders",غير بحريني,Non-Bahraini,6
2020,أنثى,Female,F00 - F99,الإضطرابات العقلية,Mental Disorder,غير بحريني,Non-Bahraini,1
2020,أنثى,Female,I00 - I99,أمراض الجهاز الدوري,Diseases of the Circulatory System,غير بحريني,Non-Bahraini,88
2020,أنثى,Female,J00 - J99,أمراض الجهاز التنفسي,Diseases of the Respiratory System,غير بحريني,Non-Bahraini,11
2020,أنثى,Female,K00 - K99,أمراض الجهاز الهضمي,Diseases of the Digestive System,غير بحريني,Non-Bahraini,5
2020,أنثى,Female,O00 - O99,الحمل والولادة والنفاس*,"Pregnancy, Child-Birth & the Puerperium*",غير بحريني,Non-Bahraini,1
2020,أنثى,Female,R00 - R99,الأعراض والعلامات المرضية والحالات غير المعينة,Undefined illness,غير بحريني,Non-Bahraini,0
2020,أنثى,Female,Z00 - Z99,العوامل المؤثرة على الحالة الصحية والمتعلقة بالخدمات الصحية,Factors Influencing Health Status & Contact with Health Services,غير بحريني,Non-Bahraini,1
