Nationality,Sex,Cause of Death,الوفيات,سبب الوفاة,جنس,الجنسية,سنة
Non-Bahraini,Male,External Causes of Morbidity & Mortality,85,الأسباب الخارجية للمرض والوفاة,ذكر,غير بحريني,2010
Non-Bahraini,Female,Certain Infectious & Parasitic Diseases,2,الأمراض المعدية (الأنتانية والطفيلية),انثى,غير بحريني,2010
Non-Bahraini,Female,Neoplasms,9,الأورام,انثى,غير بحريني,2010
Non-Bahraini,Female,"Endocrine, Nutritional & Metabolic & Immunity Disorders",7,أمراض الغدد الصماء والتغذية والتمثيل الغذائي وإضطرابات المناعة,انثى,غير بحريني,2010
Non-Bahraini,Female,Mental Disorder,0,الإضطرابات العقلية,انثى,غير بحريني,2010
Non-Bahraini,Female,Diseases of Genitourinary System,3,أمراض الجهاز التناسلي البولي,انثى,غير بحريني,2010
Non-Bahraini,Female,"Injuries, Poisoning & Certain Other Consequences of External Causes",0,الإصابات والتسمم ونتائج أخرى معينة للأسباب الخارجية,انثى,غير بحريني,2010
Bahraini,Male,Certain Infectious & Parasitic Diseases,55,الأمراض المعدية (الأنتانية والطفيلية),ذكر,بحريني,2011
Bahraini,Male,"Endocrine, Nutritional & Metabolic & Immunity Disorders",130,أمراض الغدد الصماء والتغذية والتمثيل الغذائي وإضطرابات المناعة,ذكر,بحريني,2011
Bahraini,Male,Mental Disorder,2,الإضطرابات العقلية,ذكر,بحريني,2011
Bahraini,Male,Diseases of the Nervous System & Sense Organs,22,أمراض الجهاز العصبي,ذكر,بحريني,2011
Bahraini,Male,Congential Anomalies,20,العيوب والتشوهات خلقية,ذكر,بحريني,2011
Bahraini,Male,Undefined illness,157,الأعراض والعلامات المرضية والحالات غير المعينة,ذكر,بحريني,2011
Bahraini,Male,"Injuries, Poisoning & Certain Other Consequences of External Causes",1,الإصابات والتسمم ونتائج أخرى معينة للأسباب الخارجية,ذكر,بحريني,2011
Bahraini,Female,Diseases of the Blood & Blood Forming Organs,12,أمراض الدم وأعضاء تكوين الدم,انثى,بحريني,2011
Bahraini,Female,"Endocrine, Nutritional & Metabolic & Immunity Disorders",106,أمراض الغدد الصماء والتغذية والتمثيل الغذائي وإضطرابات المناعة,انثى,بحريني,2011
Bahraini,Female,Diseases of the Eye & Adnexa,0,أمراض العين وتوابعها,انثى,بحريني,2011
Bahraini,Female,Diseases of the Ear & Mastoid Process,0,أمراض الأذن والنتؤ الخشائي (الحلمي),انثى,بحريني,2011
Bahraini,Female,Undefined illness,115,الأعراض والعلامات المرضية والحالات غير المعينة,انثى,بحريني,2011
Non-Bahraini,Male,Neoplasms,13,الأورام,ذكر,غير بحريني,2011
Non-Bahraini,Male,"Endocrine, Nutritional & Metabolic & Immunity Disorders",10,أمراض الغدد الصماء والتغذية والتمثيل الغذائي وإضطرابات المناعة,ذكر,غير بحريني,2011
Non-Bahraini,Male,Mental Disorder,2,الإضطرابات العقلية,ذكر,غير بحريني,2011
Non-Bahraini,Male,Diseases of the Nervous System & Sense Organs,2,أمراض الجهاز العصبي,ذكر,غير بحريني,2011
Non-Bahraini,Male,Diseases of Genitourinary System,10,أمراض الجهاز التناسلي البولي,ذكر,غير بحريني,2011
Non-Bahraini,Male,Congential Anomalies,5,العيوب والتشوهات خلقية,ذكر,غير بحريني,2011
Non-Bahraini,Male,Factors Influencing Health Status & Contact with Health Services,0,العوامل المؤثرة على الحالة الصحية والمتعلقة بالخدمات الصحية,ذكر,غير بحريني,2011
Non-Bahraini,Male,Others,9,أخرى,ذكر,غير بحريني,2011
Non-Bahraini,Female,"Endocrine, Nutritional & Metabolic & Immunity Disorders",13,أمراض الغدد الصماء والتغذية والتمثيل الغذائي وإضطرابات المناعة,انثى,غير بحريني,2011
Non-Bahraini,Female,Diseases of the Respiratory System,4,أمراض الجهاز التنفسي,انثى,غير بحريني,2011
Non-Bahraini,Female,Diseases of the Skin & Subcutaneous Tissue,2,أمراض الجلد والنسيج الخلوي تحت الجلد,انثى,غير بحريني,2011
Non-Bahraini,Female,"Pregnancy, Child-Birth & the Puerperium*",0,الحمل والولادة والنفاس*,انثى,غير بحريني,2011
Non-Bahraini,Female,"Injuries, Poisoning & Certain Other Consequences of External Causes",0,الإصابات والتسمم ونتائج أخرى معينة للأسباب الخارجية,انثى,غير بحريني,2011
Non-Bahraini,Female,Factors Influencing Health Status & Contact with Health Services,0,العوامل المؤثرة على الحالة الصحية والمتعلقة بالخدمات الصحية,انثى,غير بحريني,2011
Bahraini,Male,Neoplasms,150,الأورام,ذكر,بحريني,2012
Bahraini,Male,"Endocrine, Nutritional & Metabolic & Immunity Disorders",111,أمراض الغدد الصماء والتغذية والتمثيل الغذائي وإضطرابات المناعة,ذكر,بحريني,2012
Bahraini,Male,Diseases of the Eye & Adnexa,0,أمراض العين وتوابعها,ذكر,بحريني,2012
Bahraini,Male,Diseases of the Respiratory System,98,أمراض الجهاز التنفسي,ذكر,بحريني,2012
Bahraini,Male,Diseases of the Digestive System,36,أمراض الجهاز الهضمي,ذكر,بحريني,2012
Bahraini,Male,Diseases of Genitourinary System,93,أمراض الجهاز التناسلي البولي,ذكر,بحريني,2012
Bahraini,Male,Undefined illness,82,الأعراض والعلامات المرضية والحالات غير المعينة,ذكر,بحريني,2012
Bahraini,Male,Factors Influencing Health Status & Contact with Health Services,1,العوامل المؤثرة على الحالة الصحية والمتعلقة بالخدمات الصحية,ذكر,بحريني,2012
Bahraini,Female,Diseases of the Nervous System & Sense Organs,22,أمراض الجهاز العصبي,انثى,بحريني,2012
Bahraini,Female,Diseases of the Eye & Adnexa,0,أمراض العين وتوابعها,انثى,بحريني,2012
Bahraini,Female,Diseases of the Skin & Subcutaneous Tissue,18,أمراض الجلد والنسيج الخلوي تحت الجلد,انثى,بحريني,2012
Bahraini,Female,Conditions Originating in the Perinental Period,15,حالات معينة تنشأ في  الفترة حول موعد الولادة,انثى,بحريني,2012
Bahraini,Female,Undefined illness,88,الأعراض والعلامات المرضية والحالات غير المعينة,انثى,بحريني,2012
Bahraini,Female,"Injuries, Poisoning & Certain Other Consequences of External Causes",6,الإصابات والتسمم ونتائج أخرى معينة للأسباب الخارجية,انثى,بحريني,2012
Bahraini,Female,Factors Influencing Health Status & Contact with Health Services,0,العوامل المؤثرة على الحالة الصحية والمتعلقة بالخدمات الصحية,انثى,بحريني,2012
Bahraini,Female,Others,18,أخرى,انثى,بحريني,2012
Non-Bahraini,Male,"Endocrine, Nutritional & Metabolic & Immunity Disorders",11,أمراض الغدد الصماء والتغذية والتمثيل الغذائي وإضطرابات المناعة,ذكر,غير بحريني,2012
Non-Bahraini,Male,Diseases of the Circulatory System,183,أمراض الجهاز الدوري,ذكر,غير بحريني,2012
Non-Bahraini,Male,Diseases of the Digestive System,3,أمراض الجهاز الهضمي,ذكر,غير بحريني,2012
Non-Bahraini,Male,Diseases of the Skin & Subcutaneous Tissue,0,أمراض الجلد والنسيج الخلوي تحت الجلد,ذكر,غير بحريني,2012
Non-Bahraini,Male,Diseases of the Musculoskelatal System & Connective Tissue,1,أمراض الجهاز الهيكلي والنسيج الضام,ذكر,غير بحريني,2012
Non-Bahraini,Male,Diseases of Genitourinary System,5,أمراض الجهاز التناسلي البولي,ذكر,غير بحريني,2012
Non-Bahraini,Male,Congential Anomalies,4,العيوب والتشوهات خلقية,ذكر,غير بحريني,2012
Non-Bahraini,Female,Diseases of the Skin & Subcutaneous Tissue,1,أمراض الجلد والنسيج الخلوي تحت الجلد,انثى,غير بحريني,2012
Non-Bahraini,Female,Diseases of Genitourinary System,7,أمراض الجهاز التناسلي البولي,انثى,غير بحريني,2012
Non-Bahraini,Female,Factors Influencing Health Status & Contact with Health Services,0,العوامل المؤثرة على الحالة الصحية والمتعلقة بالخدمات الصحية,انثى,غير بحريني,2012
Bahraini,Male,Certain Infectious & Parasitic Diseases,28,الأمراض المعدية (الأنتانية والطفيلية),ذكر,بحريني,2013
Bahraini,Male,Mental Disorder,1,الإضطرابات العقلية,ذكر,بحريني,2013
Bahraini,Male,Diseases of the Nervous System & Sense Organs,22,أمراض الجهاز العصبي,ذكر,بحريني,2013
Bahraini,Male,Diseases of the Circulatory System,351,أمراض الجهاز الدوري,ذكر,بحريني,2013
Bahraini,Male,Diseases of the Musculoskelatal System & Connective Tissue,2,أمراض الجهاز الهيكلي والنسيج الضام,ذكر,بحريني,2013
Bahraini,Male,Diseases of Genitourinary System,69,أمراض الجهاز التناسلي البولي,ذكر,بحريني,2013
Bahraini,Male,"Pregnancy, Child-Birth & the Puerperium*",0,الحمل والولادة والنفاس*,ذكر,بحريني,2013
Bahraini,Male,Conditions Originating in the Perinental Period,23,حالات معينة تنشأ في  الفترة حول موعد الولادة,ذكر,بحريني,2013
Bahraini,Male,Undefined illness,78,الأعراض والعلامات المرضية والحالات غير المعينة,ذكر,بحريني,2013
Bahraini,Male,Factors Influencing Health Status & Contact with Health Services,0,العوامل المؤثرة على الحالة الصحية والمتعلقة بالخدمات الصحية,ذكر,بحريني,2013
Bahraini,Male,Others,64,أخرى,ذكر,بحريني,2013
Bahraini,Female,Diseases of the Blood & Blood Forming Organs,15,أمراض الدم وأعضاء تكوين الدم,انثى,بحريني,2013
Bahraini,Female,Diseases of the Circulatory System,257,أمراض الجهاز الدوري,انثى,بحريني,2013
Bahraini,Female,Diseases of the Skin & Subcutaneous Tissue,5,أمراض الجلد والنسيج الخلوي تحت الجلد,انثى,بحريني,2013
Bahraini,Female,Diseases of the Musculoskelatal System & Connective Tissue,4,أمراض الجهاز الهيكلي والنسيج الضام,انثى,بحريني,2013
Bahraini,Female,"Pregnancy, Child-Birth & the Puerperium*",2,الحمل والولادة والنفاس*,انثى,بحريني,2013
Bahraini,Female,Congential Anomalies,14,العيوب والتشوهات خلقية,انثى,بحريني,2013
Bahraini,Female,"Injuries, Poisoning & Certain Other Consequences of External Causes",2,الإصابات والتسمم ونتائج أخرى معينة للأسباب الخارجية,انثى,بحريني,2013
Bahraini,Female,External Causes of Morbidity & Mortality,28,الأسباب الخارجية للمرض والوفاة,انثى,بحريني,2013
Bahraini,Female,Factors Influencing Health Status & Contact with Health Services,1,العوامل المؤثرة على الحالة الصحية والمتعلقة بالخدمات الصحية,انثى,بحريني,2013
Non-Bahraini,Male,Diseases of the Blood & Blood Forming Organs,0,أمراض الدم وأعضاء تكوين الدم,ذكر,غير بحريني,2013
Non-Bahraini,Male,"Endocrine, Nutritional & Metabolic & Immunity Disorders",5,أمراض الغدد الصماء والتغذية والتمثيل الغذائي وإضطرابات المناعة,ذكر,غير بحريني,2013
Non-Bahraini,Male,Diseases of the Digestive System,10,أمراض الجهاز الهضمي,ذكر,غير بحريني,2013
Non-Bahraini,Male,Diseases of the Musculoskelatal System & Connective Tissue,0,أمراض الجهاز الهيكلي والنسيج الضام,ذكر,غير بحريني,2013
